EUROPEAN CLIMATE ASSESSMENT & DATASET (ECA&D), file created on 10-05-2011
THESE DATA CAN BE USED FREELY PROVIDED THAT THE FOLLOWING SOURCE IS ACKNOWLEDGED: 

Klein Tank, A.M.G. and Coauthors, 2002. Daily dataset of 20th-century surface
air temperature and precipitation series for the European Climate Assessment.
Int. J. of Climatol., 22, 1441-1453.
Data and metadata available at http://eca.knmi.nl

01-05 STAID       : Station identifier
07-46 STATIONNAME : Station Name
48-87 COUNTRYNAME : Country Name
89-97 LAT         : Latitude in degrees:minutes:seconds (+:North, -:South)
99-109 LON        : Longitude in degrees:minutes:seconds (+:East, -:West)
111-115 HGT       : Station elevation in meters 

STAID,STATIONNAME                             ,COUNTRYNAME                             ,LAT      ,LON       ,HGT
1109 ,SURA                                    ,RUSSIAN FEDERATION                      ,+63:36:00,+045:36:00,  62
1111 ,KOSLAN                                  ,RUSSIAN FEDERATION                      ,+63:30:00,+048:54:00, 158
1113 ,MEDVEZEGORSK                            ,RUSSIAN FEDERATION                      ,+62:54:00,+034:24:00,  81
1118 ,SHENKURSK                               ,RUSSIAN FEDERATION                      ,+62:06:00,+042:54:00,  47
1119 ,VERHNJAJA_TOJMA                         ,RUSSIAN FEDERATION                      ,+62:12:00,+045:00:00,  58
1120 ,YARENSK                                 ,RUSSIAN FEDERATION                      ,+62:10:12,+049:04:48,  71
1122 ,PUDOZH                                  ,RUSSIAN FEDERATION                      ,+61:48:00,+036:33:00,  61
1124 ,KARGOPOL                                ,RUSSIAN FEDERATION                      ,+61:30:00,+038:55:48, 124
1125 ,NJANDOMA                                ,RUSSIAN FEDERATION                      ,+61:42:00,+040:12:00, 233
1126 ,VEL-SK                                  ,RUSSIAN FEDERATION                      ,+61:06:00,+042:06:00,  91
1127 ,VYBORG                                  ,RUSSIAN FEDERATION                      ,+60:43:12,+028:48:00,  14
1134 ,BELOZERSK                               ,RUSSIAN FEDERATION                      ,+60:01:48,+037:46:48, 130
1135 ,VOZEGA                                  ,RUSSIAN FEDERATION                      ,+60:30:00,+040:12:00, 202
1137 ,OBJACEVO                                ,RUSSIAN FEDERATION                      ,+60:24:00,+049:42:00, 152
1143 ,TIHVIN                                  ,RUSSIAN FEDERATION                      ,+59:42:00,+033:36:00,  61
1146 ,NIKOLAYEVSKOYE                          ,RUSSIAN FEDERATION                      ,+58:34:12,+029:48:00,  91
1148 ,VEREBYE (CLOSED)                        ,RUSSIAN FEDERATION                      ,+58:40:48,+032:42:00, 113
1152 ,STARAJA_RUSSA                           ,RUSSIAN FEDERATION                      ,+58:00:00,+031:18:00,  24
1157 ,BOLOGOE                                 ,RUSSIAN FEDERATION                      ,+57:54:00,+034:06:00, 213
1158 ,PUSKINSKIE_GORY                         ,RUSSIAN FEDERATION                      ,+57:00:00,+028:54:00, 108
1162 ,OSTASKOV                                ,RUSSIAN FEDERATION                      ,+57:06:00,+033:06:00, 217
1164 ,RZHEV                                   ,RUSSIAN FEDERATION                      ,+56:16:12,+034:19:12, 195
1165 ,BELYJ                                   ,RUSSIAN FEDERATION                      ,+55:54:00,+032:54:00, 214
1166 ,VJAZ-MA                                 ,RUSSIAN FEDERATION                      ,+55:12:00,+034:24:00, 250
1168 ,ROSLAVL                                 ,RUSSIAN FEDERATION                      ,+53:58:12,+032:51:00, 219
1173 ,TRUBCEVSK                               ,RUSSIAN FEDERATION                      ,+52:36:00,+033:47:59, 178
1174 ,BABAEVO                                 ,RUSSIAN FEDERATION                      ,+59:24:00,+035:54:00, 137
1177 ,NIKOLSK                                 ,RUSSIAN FEDERATION                      ,+59:31:48,+045:27:00, 141
1178 ,OPARINO                                 ,RUSSIAN FEDERATION                      ,+59:54:00,+048:18:00, 180
1181 ,CEREPOVEC                               ,RUSSIAN FEDERATION                      ,+59:06:00,+037:54:00, 114
1185 ,BUJ                                     ,RUSSIAN FEDERATION                      ,+58:30:00,+041:30:00, 103
1187 ,NIKOLO-POLOMA                           ,RUSSIAN FEDERATION                      ,+58:24:00,+043:24:00, 150
1188 ,SAR-JA                                  ,RUSSIAN FEDERATION                      ,+58:24:00,+045:36:00, 139
1194 ,ROSTOV                                  ,RUSSIAN FEDERATION                      ,+57:12:00,+039:24:00, 101
1198 ,JUR-EVEC                                ,RUSSIAN FEDERATION                      ,+57:18:00,+043:06:00, 132
1199 ,KRASNYE_BAKI                            ,RUSSIAN FEDERATION                      ,+57:06:00,+045:12:00, 110
1200 ,SAKUN-JA                                ,RUSSIAN FEDERATION                      ,+57:42:00,+046:36:00, 175
1201 ,NOLINSK                                 ,RUSSIAN FEDERATION                      ,+57:36:00,+049:54:00, 135
1202 ,TVER                                    ,RUSSIAN FEDERATION                      ,+56:54:00,+035:54:00, 137
1207 ,PULAWY                                  ,POLAND                                  ,+51:25:00,+021:58:00, 142
1218 ,VLADIMIR                                ,RUSSIAN FEDERATION                      ,+56:06:00,+040:24:00, 172
1231 ,LUKOJANOV                               ,RUSSIAN FEDERATION                      ,+55:00:00,+044:30:00, 219
1233 ,ALATYR                                  ,RUSSIAN FEDERATION                      ,+54:54:00,+046:36:00, 180
1236 ,SUHINICI                                ,RUSSIAN FEDERATION                      ,+54:06:00,+035:18:59, 238
1237 ,TULA                                    ,RUSSIAN FEDERATION                      ,+54:12:00,+037:42:00, 203
1247 ,ULYANOVSK                               ,RUSSIAN FEDERATION                      ,+54:18:00,+048:18:00, 127
1254 ,ZAMETCHINO                              ,RUSSIAN FEDERATION                      ,+53:30:00,+042:37:12, 131
1258 ,OREL                                    ,RUSSIAN FEDERATION                      ,+53:00:00,+036:00:00, 200
1260 ,ELEC                                    ,RUSSIAN FEDERATION                      ,+52:42:00,+038:30:00, 168
1264 ,PENZA                                   ,RUSSIAN FEDERATION                      ,+53:07:48,+045:01:12, 169
1265 ,SYZRAN                                  ,RUSSIAN FEDERATION                      ,+53:10:12,+048:28:12, 104
1271 ,ZERDEVKA                                ,RUSSIAN FEDERATION                      ,+51:48:00,+041:30:00, 147
1281 ,STARYJ_OSKOL                            ,RUSSIAN FEDERATION                      ,+51:18:00,+037:54:00, 217
1282 ,VORONEZ                                 ,RUSSIAN FEDERATION                      ,+51:42:00,+039:13:00, 147
1284 ,BALASHOV                                ,RUSSIAN FEDERATION                      ,+51:33:00,+043:09:00, 157
1292 ,URJUPINSK                               ,RUSSIAN FEDERATION                      ,+50:48:00,+042:00:00, 110
1293 ,KALAC                                   ,RUSSIAN FEDERATION                      ,+50:24:00,+041:06:00,  92
1301 ,BOGUCHAR                                ,RUSSIAN FEDERATION                      ,+49:55:48,+040:34:12,  86
1304 ,SERAPHIMOVICH                           ,RUSSIAN FEDERATION                      ,+49:34:12,+042:45:00, 124
1305 ,KAMYSCHIN RAILWAY                       ,RUSSIAN FEDERATION                      ,+50:04:48,+045:25:12, 122
1314 ,MOROZOVSK                               ,RUSSIAN FEDERATION                      ,+48:24:00,+041:54:00,  90
1317 ,VOLSHSKIY GMO                           ,RUSSIAN FEDERATION                      ,+48:40:12,+044:27:00,  28
1319 ,VERHNIJ_BASKUNCAK                       ,RUSSIAN FEDERATION                      ,+48:12:00,+046:42:00,  35
1323 ,CIMLJANSK                               ,RUSSIAN FEDERATION                      ,+47:37:48,+042:07:12,  64
1332 ,CELINA                                  ,RUSSIAN FEDERATION                      ,+46:33:00,+041:03:00, 111
1335 ,REMONTNOE                               ,RUSSIAN FEDERATION                      ,+46:36:00,+043:42:00, 106
1337 ,PRIMORSKO-AHTARSK                       ,RUSSIAN FEDERATION                      ,+46:01:59,+038:09:00,   3
1339 ,TIKHORETSK                              ,RUSSIAN FEDERATION                      ,+45:51:00,+040:04:48,  77
1341 ,DIVNOE                                  ,RUSSIAN FEDERATION                      ,+45:54:00,+043:24:00,  87
1342 ,ELISTA                                  ,RUSSIAN FEDERATION                      ,+46:19:12,+044:18:00, 151
1343 ,JASKUL                                  ,RUSSIAN FEDERATION                      ,+46:12:00,+045:24:00,  -7
1351 ,SVETLOGRAD                              ,RUSSIAN FEDERATION                      ,+45:24:00,+042:54:00, 140
1363 ,TUAPSE                                  ,RUSSIAN FEDERATION                      ,+44:06:00,+039:06:00,  41
1366 ,PYATIGORSK                              ,RUSSIAN FEDERATION                      ,+44:03:00,+043:01:48, 576
1367 ,MINERAL-NYE-VODY                        ,RUSSIAN FEDERATION                      ,+44:12:00,+043:06:00, 316
1368 ,CLONAKILTY (AGRIC.COLL.)                ,IRELAND                                 ,+51:37:44,-008:50:56,  79
1369 ,BUDENNOVSK                              ,RUSSIAN FEDERATION                      ,+44:48:00,+044:06:00, 136
1371 ,KOCUBEJ                                 ,RUSSIAN FEDERATION                      ,+44:24:00,+046:36:00, -21
1373 ,MOZDOK                                  ,RUSSIAN FEDERATION                      ,+43:42:00,+044:42:00, 136
1378 ,ORDZHONIKIDZE                           ,RUSSIAN FEDERATION                      ,+43:03:00,+044:39:00, 668
1379 ,GROZNYJ                                 ,RUSSIAN FEDERATION                      ,+43:21:00,+045:40:59, 162
1383 ,ZAKOPANE                                ,POLAND                                  ,+49:18:00,+019:57:00, 857
1384 ,CERNOVCY                                ,RUSSIAN FEDERATION                      ,+48:17:24,+025:53:24, 246
1385 ,HAR-KOV                                 ,RUSSIAN FEDERATION                      ,+49:54:00,+036:17:24, 155
1387 ,PJATIGORSK                              ,RUSSIAN FEDERATION                      ,+44:05:24,+043:00:00, 531
1388 ,IZANA                                   ,SPAIN                                   ,+28:18:32,-016:29:57,2371
1389 ,MELILLA                                 ,SPAIN                                   ,+35:16:40,-002:57:19,  47
1390 ,VILLAMECA                               ,SPAIN                                   ,+42:37:48,-006:04:12, 978
1391 ,ALCUESCAR                               ,SPAIN                                   ,+39:10:12,-006:13:12, 488
1392 ,SANTANDER CENTRO                        ,SPAIN                                   ,+43:27:52,-003:49:08,  64
